name,latitude,longitude,area_1,area_2,address,phone,opening_hours_all,rating,avg_price,image
台灣古早味甕窯雞,23.450407,120.48762,嘉義縣,中埔鄉,嘉義縣中埔鄉頂中下街118號,09-29699521,"['星期一 09:00-20:00', '星期二 09:00-20:00', '星期三 09:00-20:00', '星期四 09:00-20:00', '星期五 09:00-20:00', '星期六 09:00-21:00', '星期日 09:00-21:00']",4.5,500,food_image/台灣古早味甕窯雞.jpg
蒜頭糖廠蔗埕文化園區,23.480245,120.29947,嘉義縣,六腳鄉,嘉義縣六腳鄉工廠村1號,053-800735,"['星期一 休息', '星期二 08:00-17:00', '星期三 08:00-17:00', '星期四 08:00-17:00', '星期五 08:00-17:00', '星期六 08:00-17:00', '星期日 08:00-17:00']",4,0,food_image/蒜頭糖廠蔗埕文化園區.jpg
星巴克嘉義民雄門市,23.559363,120.4337359,嘉義縣,民雄鄉,嘉義縣民雄鄉建國路一段235號,052-268724,"['星期一 07:00-22:00', '星期二 07:00-22:00', '星期三 07:00-22:00', '星期四 07:00-22:00', '星期五 07:00-22:00', '星期六 07:00-22:00', '星期日 07:00-22:00']",4.2,150,food_image/星巴克嘉義民雄門市.jpg
清豐濤月,23.4609052,120.5233747,嘉義縣,番路鄉,嘉義縣番路鄉凸湖5之3號,052-593133,"['星期一 11:00-21:00', '星期二 休息', '星期三 11:00-21:00', '星期四 11:00-21:00', '星期五 11:00-21:00', '星期六 11:00-21:00', '星期日 11:00-21:00']",4.3,500,food_image/清豐濤月.jpg
老楊方城市觀光工廠,23.583371,120.510267,嘉義縣,大林鎮,嘉義縣大林鎮大埔美園區五路3號,052-950520,"['星期一 08:30-17:00', '星期二 08:30-17:00', '星期三 08:30-17:00', '星期四 08:30-17:00', '星期五 08:30-17:00', '星期六 08:30-17:00', '星期日 09:00-17:00']",4.1,300,food_image/老楊方城市觀光工廠.jpg
空氣圖書館 AIR LIBRARY,23.5603533,120.6017471,嘉義縣,梅山鄉,嘉義縣梅山鄉下坑仔2號附12,052-572366,"['星期一 09:00-18:00', '星期二 09:00-18:00', '星期三 休息', '星期四 09:00-18:00', '星期五 09:00-18:00', '星期六 09:00-18:00', '星期日 09:00-18:00']",4.5,220,food_image/空氣圖書館 AIR LIBRARY.jpg
優遊吧斯 鄒族文化部落 YUYUPAS Cultural Park,23.4626952,120.6988464,嘉義縣,阿里山鄉,嘉義縣樂野村4鄰127之2號,052-562788,"['星期一 09:30-16:30', '星期二 09:30-16:30', '星期三 09:30-16:30', '星期四 09:30-16:30', '星期五 09:30-16:30', '星期六 09:30-16:30', '星期日 09:30-16:30']",4.5,0,food_image/優遊吧斯 鄒族文化部落 YUYUPAS Cultural Park.jpg
竹香園甕缸雞山產美食,23.4498258,120.4876543,嘉義縣,中埔鄉,嘉義縣中埔鄉頂中下街104號,052-307555,"['星期一 11:00-14:30, 16:30-21:00', '星期二 11:00-14:30, 16:30-21:00', '星期三 11:00-14:30, 16:30-21:00', '星期四 11:00-14:30, 16:30-21:00', '星期五 11:00-14:30, 16:30-21:00', '星期六 11:00-21:00', '星期日 11:00-21:00']",4.5,300,food_image/竹香園甕缸雞山產美食.jpg
蔡大頭甕烤雞,23.4500042,120.486391,嘉義縣,中埔鄉,嘉義縣中埔鄉頂中下街95號,052-300585,"['星期一 11:00-14:30, 16:30-20:30', '星期二 11:00-14:30, 16:30-20:30', '星期三 11:00-14:30, 16:30-20:30', '星期四 11:00-14:30, 16:30-20:30', '星期五 11:00-14:30, 16:30-20:30', '星期六 11:00-21:00', '星期日 11:00-21:00']",4.7,300,food_image/蔡大頭甕烤雞.jpg
朴子夜市,23.4594013,120.245856,嘉義縣,朴子市,嘉義縣樸子市光復新路,None,"['星期一 休息', '星期二 休息', '星期三 休息', '星期四 休息', '星期五 休息', '星期六 17:00-23:00', '星期日 休息']",4.4,50,food_image/朴子夜市.jpg
初八拉麵-民雄店,23.5536746,120.4342426,嘉義縣,民雄鄉,嘉義縣民雄鄉建國路二段488之1號,052-260198,"['星期一 11:00-14:00, 17:00-21:00', '星期二 11:00-14:00, 17:00-21:00', '星期三 11:00-14:00, 17:00-21:00', '星期四 11:00-14:00, 17:00-21:00', '星期五 11:00-14:00, 17:00-21:00', '星期六 11:00-21:00', '星期日 11:00-21:00']",4.8,110,food_image/初八拉麵民雄店.jpg
英賓海產餐廳,23.3697247,120.1953532,嘉義縣,布袋鎮,嘉義縣布袋鎮永安裏359號,053-472335,"['星期一 11:00-14:00, 16:30-20:30', '星期二 11:00-14:00, 16:30-20:30', '星期三 11:00-14:00, 16:30-20:30', '星期四 11:00-14:00, 16:30-20:30', '星期五 11:00-14:00, 16:30-20:30', '星期六 11:00-20:30', '星期日 11:00-20:30']",4.1,500,food_image/英賓海產餐廳.jpg
新港鴨肉羹,23.5549971,120.3474542,嘉義縣,新港鄉,嘉義縣新港鄉中山路奉天大廈17號,053-747950,"['星期一 07:00-18:30', '星期二 07:00-18:30', '星期三 07:30-18:30', '星期四 07:00-18:30', '星期五 07:00-18:30', '星期六 07:00-18:30', '星期日 07:00-18:30']",4.5,45,food_image/新港鴨肉羹.jpg
Hana廚房(來吉部落廚房),23.5269679,120.7444339,嘉義縣,阿里山鄉,嘉義縣阿裏山鄉第二鄰部落市集二樓,09-75117154,"['星期一 休息', '星期二 休息', '星期三 11:00-17:00', '星期四 11:00-17:00', '星期五 11:00-17:00', '星期六 11:00-17:00', '星期日 11:00-17:00']",4.6,300,food_image/Hana廚房來吉部落廚房.jpg
游芭絲(山美村),23.3997406,120.6575234,嘉義縣,阿里山鄉,嘉義縣阿里山鄉山美村山美1之8號,09-28222583,"['星期一 11:00-15:30, 16:30-19:30', '星期二 休息', '星期三 休息', '星期四 11:00-15:30, 16:30-19:30', '星期五 11:00-15:30, 16:30-19:30', '星期六 11:00-15:30, 16:30-19:30', '星期日 11:00-15:30, 16:30-19:30']",4.5,350,food_image/游芭絲山美村.jpg
綠盈牧場,23.429965,120.5413212,嘉義縣,中埔鄉,中埔鄉鹽館村四鄰2-3號,052-538505,"['星期一 09:00-17:00', '星期二 09:00-17:00', '星期三 休息', '星期四 09:00-17:00', '星期五 09:00-17:00', '星期六 08:00-18:00', '星期日 08:00-18:00']",4.2,300,food_image/綠盈牧場.jpg
羅記民雄肉包,23.5577933,120.4334754,嘉義縣,民雄鄉,嘉義縣民雄鄉建國路一段171號,052-267323,"['星期一 07:20-23:00', '星期二 07:20-23:00', '星期三 07:20-23:00', '星期四 07:20-23:00', '星期五 07:20-23:00', '星期六 07:20-23:00', '星期日 07:20-23:00']",3.5,280,food_image/羅記民雄肉包.jpg
碧湖山觀光茶園,23.5697656,120.6219495,嘉義縣,梅山鄉,嘉義縣梅山鄉38之9號,052-571569,[],4.3,0,food_image/碧湖山觀光茶園.jpg
長榮文苑酒店 嘉義,23.4686212,120.2949617,嘉義縣,太保市,嘉義縣太保市故宮大道777號,053-669988,"['星期一 24小時營業', '星期二 24小時營業', '星期三 24小時營業', '星期四 24小時營業', '星期五 24小時營業', '星期六 24小時營業', '星期日 24小時營業']",4.3,1000,food_image/長榮文苑酒店 嘉義.jpg
奮起湖大飯店,23.505058,120.695497,嘉義縣,竹崎鄉,嘉義縣竹崎鄉中和村178之1號,052-561888,"['星期一 09:30-19:00', '星期二 09:30-19:00', '星期三 09:30-19:00', '星期四 09:30-19:00', '星期五 09:30-19:00', '星期六 09:30-19:00', '星期日 09:30-19:00']",3.6,180,food_image/奮起湖大飯店.jpg
寶島饗宴會館,23.4430772,120.5130421,嘉義縣,中埔鄉,嘉義縣中埔鄉樹頭埔34之12號,052-533598,"['星期一 09:00-14:00, 17:00-20:00', '星期二 09:00-14:00, 17:00-20:00', '星期三 09:00-14:00, 17:00-20:00', '星期四 09:00-14:00, 17:00-20:00', '星期五 09:00-14:00, 17:00-20:00', '星期六 09:00-14:00, 17:00-20:00', '星期日 09:00-14:00, 17:00-20:00']",4.4,250,food_image/寶島饗宴會館.jpg
大樹腳阿欽伯粉圓,23.5569595,120.3430943,嘉義縣,新港鄉,嘉義縣新港鄉福德路110號,053-745799,"['星期一 09:00-17:30', '星期二 09:00-17:30', '星期三 09:00-17:30', '星期四 09:00-17:30', '星期五 09:00-17:30', '星期六 09:00-18:00', '星期日 09:00-18:00']",4.1,40,food_image/大樹腳阿欽伯粉圓.jpg
大林臭豆腐,23.6013723,120.4553714,嘉義縣,大林鎮,嘉義縣大林鎮中山路13號,052-659621,"['星期一 休息', '星期二 12:00-19:30', '星期三 12:00-19:30', '星期四 12:00-19:30', '星期五 12:00-19:30', '星期六 休息', '星期日 12:00-19:30']",4.1,60,food_image/大林臭豆腐.jpg
新港香藝文化園區,23.5375046,120.3512479,嘉義縣,新港鄉,嘉義縣新港鄉嘉北公路23之6號,053-747658,"['星期一 08:00-18:00', '星期二 08:00-18:00', '星期三 08:00-18:00', '星期四 08:00-18:00', '星期五 08:00-18:00', '星期六 08:00-18:00', '星期日 08:00-18:00']",4.3,0,food_image/新港香藝文化園區.jpg
阿將的家23咖啡館,23.4354677,120.7809676,嘉義縣,阿里山鄉,義縣阿里山鄉四鄰129-6號,09-33683420,"['星期一 09:00-12:00, 13:00-16:00', '星期二 09:00-12:00, 13:00-16:00', '星期三 休息', '星期四 09:00-12:00, 13:00-16:00', '星期五 09:00-12:00, 13:00-16:00', '星期六 休息', '星期日 09:00-12:00, 13:00-17:00']",4.3,270,food_image/阿將的家23咖啡館.jpg
有夠鮮-烤蚵吃到飽,23.4761458,120.1638472,嘉義縣,東石鄉,嘉義縣東石鄉25附12號,09-65113966,"['星期一 10:00-18:00', '星期二 10:00-18:00', '星期三 10:00-18:00', '星期四 休息', '星期五 10:00-18:00', '星期六 09:30-18:00', '星期日 09:30-18:00']",4.8,500,food_image/有夠鮮烤蚵吃到飽.jpg
花亭壽司專賣,23.5539604,120.4268981,嘉義縣,民雄鄉,嘉義縣民雄鄉保生街138號,052-063935,"['星期一 11:00-14:30, 16:30-20:30', '星期二 休息', '星期三 11:00-14:30, 16:30-20:30', '星期四 11:00-14:30, 16:30-20:30', '星期五 11:00-14:30, 16:30-20:30', '星期六 11:00-14:30, 16:30-20:30', '星期日 11:00-14:30, 16:30-20:30']",4.3,100,food_image/花亭壽司專賣.jpg
布袋品鱻海產A8,23.3792952,120.1555354,嘉義縣,布袋鎮,嘉義縣布袋鎮中山路3號A8,09-76022119,"['星期一 10:00-19:00', '星期二 10:00-19:00', '星期三 10:00-19:00', '星期四 10:00-19:00', '星期五 10:00-19:00', '星期六 09:30-19:30', '星期日 09:30-19:30']",4.8,300,food_image/布袋品鱻海產A8.jpg
圓潭豀餐廳,23.5289394,120.6593324,嘉義縣,竹崎鄉,嘉義縣竹崎鄉瑞裏一號橋,052-501670,"['星期一 08:30-17:00', '星期二 08:30-17:00', '星期三 08:30-17:00', '星期四 08:30-17:00', '星期五 08:30-17:00', '星期六 08:30-17:00', '星期日 08:30-17:00']",4.1,40,food_image/圓潭豀餐廳.jpg
排雲山莊,23.4664749,120.9498584,嘉義縣,阿里山鄉,嘉義縣阿裏山鄉中山村6鄰排雲101號,,[],4.4,350,food_image/排雲山莊.jpg
東石阿春小吃,23.4581414,120.1500723,嘉義縣,東石鄉,嘉義縣東石鄉614206附7號,053-731186,"['星期一 10:30-19:00', '星期二 10:30-19:00', '星期三 10:30-19:00', '星期四 10:30-19:00', '星期五 10:30-19:00', '星期六 10:30-19:30', '星期日 10:30-19:30']",3.6,100,food_image/東石阿春小吃.jpg
外省麵,23.5219982,120.5482569,嘉義縣,竹崎鄉,嘉義縣竹崎鄉中華路176號,052-614333,"['星期一 09:00-19:00', '星期二 休息', '星期三 09:00-19:00', '星期四 09:00-19:00', '星期五 09:00-19:00', '星期六 08:00-19:00', '星期日 08:00-19:00']",4.4,100,food_image/外省麵.jpg
半天岩鵝肉鴨肉小吃,23.4638483,120.5593335,嘉義縣,番路鄉,嘉義縣番路鄉下坑村菜公店1-3號,052-594335,"['星期一 10:00-19:00', '星期二 10:00-19:00', '星期三 休息', '星期四 10:00-19:00', '星期五 10:00-19:00', '星期六 10:00-19:00', '星期日 10:00-19:00']",4,400,food_image/半天岩鵝肉鴨肉小吃.jpg
牛港魚池,23.473756,120.1705609,嘉義縣,東石鄉,嘉義縣東石鄉三家村50號,09-36957555,"['星期一 11:00-18:00', '星期二 11:00-18:00', '星期三 休息', '星期四 11:00-18:00', '星期五 11:00-18:00', '星期六 10:30-18:30', '星期日 10:30-18:30']",4.6,500,food_image/牛港魚池.jpg
GAIA MANOR 蓋婭莊園,23.5921878,120.5242885,嘉義縣,大林鎮,嘉義縣大林鎮大埔美園區七路18號,09-10855206,"['星期一 08:30-17:30', '星期二 08:30-17:30', '星期三 08:30-17:30', '星期四 08:30-17:30', '星期五 08:30-17:30', '星期六 08:30-17:30', '星期日 08:30-17:30']",4.4,120,food_image/GAIA MANOR 蓋婭莊園.jpg
成功食品廠-隱藏版餅乾,23.4621321,120.2496163,嘉義縣,朴子市,嘉義縣樸子市文明南路81號,053-797259,"['星期一 09:00-19:00', '星期二 09:00-19:00', '星期三 09:00-19:00', '星期四 09:00-19:00', '星期五 09:00-19:00', '星期六 09:00-19:00', '星期日 09:00-19:00']",4.4,50,food_image/成功食品廠隱藏版餅乾.jpg
二尖山休閒茶園,23.5841543,120.6187795,嘉義縣,梅山鄉,嘉義縣梅山鄉龍眼村龍眼林32之20號,052-572428,"['星期一 休息', '星期二 10:30-15:00', '星期三 10:30-15:00', '星期四 10:30-15:00', '星期五 10:30-15:00', '星期六 10:30-15:00', '星期日 10:30-15:00']",4.4,0,food_image/二尖山休閒茶園.jpg
雲登景觀飯店,23.4656415,120.5394746,嘉義縣,番路鄉,嘉義縣番路鄉新福村第三農場136號,052-590011,"['星期一 24小時營業', '星期二 24小時營業', '星期三 24小時營業', '星期四 24小時營業', '星期五 24小時營業', '星期六 24小時營業', '星期日 24小時營業']",4.5,0,food_image/雲登景觀飯店.jpg
布袋海鮮（林）A1店,23.3796494,120.1559471,嘉義縣,布袋鎮,嘉義縣布袋鎮中山路三號,09-72248485,"['星期一 09:30-19:00', '星期二 09:30-19:00', '星期三 09:30-19:00', '星期四 09:30-19:00', '星期五 09:30-19:00', '星期六 08:30-19:30', '星期日 08:30-19:30']",4.8,500,food_image/布袋海鮮林A1店.jpg
翁聚德鵝肉,23.4506994,120.4830728,嘉義縣,中埔鄉,嘉義縣中埔鄉4之1號,09-65708779,"['星期一 11:00-20:00', '星期二 11:00-20:00', '星期三 11:00-20:00', '星期四 11:00-20:00', '星期五 11:00-20:00', '星期六 11:00-20:30', '星期日 10:30-20:00']",3.8,720,food_image/翁聚德鵝肉.jpg
塭ㄚ 烤蚵呷通海烤蚵200元吃到飽,23.4372802,120.1751554,嘉義縣,東石鄉,嘉義縣東石鄉113之2號,09-79588985,"['星期一 10:00-19:00', '星期二 休息', '星期三 10:00-19:00', '星期四 10:00-19:00', '星期五 10:00-19:00', '星期六 10:00-19:00', '星期日 10:00-19:00']",4.8,400,food_image/塭ㄚ 烤蚵呷通海烤蚵200元吃到飽.jpg
北歐工坊,23.4699058,120.2565211,嘉義縣,朴子市,嘉義縣樸子市天星新村112號,053-708320,"['星期一 休息', '星期二 11:00-21:00', '星期三 11:00-21:00', '星期四 11:00-21:00', '星期五 11:00-21:00', '星期六 11:00-21:00', '星期日 11:00-21:00']",4.2,290,food_image/北歐工坊.jpg
蚵老大海鮮碳烤,23.4517686,120.136083,嘉義縣,東石鄉,嘉義縣東石鄉觀海三路307號,09-27030253,"['星期一 休息', '星期二 10:00-20:00', '星期三 10:00-20:00', '星期四 10:00-20:00', '星期五 10:00-20:00', '星期六 10:00-20:00', '星期日 10:00-20:00']",4.9,200,food_image/蚵老大海鮮碳烤.jpg
微笑火雞肉飯,23.5332151,120.4370064,嘉義縣,民雄鄉,嘉義縣民雄鄉建國路二段56號,052-213079,"['星期一 休息', '星期二 07:00-14:00', '星期三 07:00-14:00', '星期四 07:00-14:00', '星期五 07:00-14:00', '星期六 07:00-14:00', '星期日 07:00-14:00']",3.9,80,food_image/微笑火雞肉飯.jpg
鬼屋咖啡,23.5302434,120.4265475,嘉義縣,民雄鄉,嘉義縣民雄鄉興中村義橋12號,052-208508,"['星期一 10:00-19:00', '星期二 10:00-19:00', '星期三 10:00-19:00', '星期四 10:00-19:00', '星期五 10:00-19:00', '星期六 10:00-19:00', '星期日 10:00-19:00']",4.2,205,food_image/鬼屋咖啡.jpg
寒溪呢森林人文叡地,23.554276,120.743007,嘉義縣,梅山鄉,嘉義縣梅山鄉太和村社後坪2附11號,052-661507,"['星期一 08:00-17:00', '星期二 08:00-17:00', '星期三 08:00-17:00', '星期四 08:00-17:00', '星期五 08:00-17:00', '星期六 08:00-17:00', '星期日 08:00-17:00']",4.1,0,food_image/寒溪呢森林人文叡地.jpg
巧雲小棧,23.5516798,120.6281069,嘉義縣,梅山鄉,嘉義縣梅山鄉橫山6之25號,052-572088,"['星期一 08:00-18:00', '星期二 休息', '星期三 休息', '星期四 08:00-18:00', '星期五 08:00-18:00', '星期六 08:00-18:00', '星期日 08:00-18:00']",4.3,300,food_image/巧雲小棧.jpg
阿丹姨圓仔湯,23.5051733,120.6954045,嘉義縣,竹崎鄉,嘉義縣竹崎鄉中和村156號,052-561748,"['星期一 10:00-19:00', '星期二 10:00-19:00', '星期三 10:00-19:00', '星期四 10:00-19:00', '星期五 休息', '星期六 09:30-18:00', '星期日 09:30-18:00']",3.8,100,food_image/阿丹姨圓仔湯.jpg
頂六江家火雞肉飯,23.4456028,120.4948872,嘉義縣,中埔鄉,嘉義縣中埔鄉嘉135鄉道21號,052-302284,"['星期一 07:00-20:00', '星期二 休息', '星期三 07:00-20:00', '星期四 07:00-20:00', '星期五 07:00-20:00', '星期六 07:00-20:00', '星期日 07:00-20:00']",4.2,100,food_image/頂六江家火雞肉飯.jpg
奮起湖登山食堂便當,23.5052257,120.6951546,嘉義縣,竹崎鄉,嘉義縣竹崎鄉奮起湖168號,052-562666,"['星期一 09:30-17:30', '星期二 09:30-17:30', '星期三 09:30-17:30', '星期四 09:30-17:30', '星期五 09:30-17:30', '星期六 09:30-17:30', '星期日 09:30-17:30']",3.4,100,food_image/奮起湖登山食堂便當.jpg
民雄鵝肉町,23.5562818,120.4315011,嘉義縣,民雄鄉,嘉義縣民雄鄉中樂路1之1號,052-265987,"['星期一 08:00-20:00', '星期二 08:00-20:00', '星期三 08:00-20:00', '星期四 08:00-20:00', '星期五 08:00-20:00', '星期六 08:00-20:00', '星期日 08:00-20:00']",4.2,300,food_image/民雄鵝肉町.jpg
吳氏蚵捲,23.458374,120.152589,嘉義縣,東石鄉,嘉義縣東石鄉東石村4之5號,053-732852,"['星期一 10:30-20:00', '星期二 10:30-20:00', '星期三 09:00-19:00', '星期四 10:30-19:00', '星期五 10:30-19:00', '星期六 10:30-20:00', '星期日 10:30-20:00']",3.9,70,food_image/吳氏蚵捲.jpg
海灃蚵の平價美食,23.4583919,120.1490836,嘉義縣,東石鄉,嘉義縣東石鄉東石206號附21,053-732208,"['星期一 11:00-16:00', '星期二 休息', '星期三 休息', '星期四 11:00-16:00', '星期五 11:00-16:00', '星期六 11:00-17:00', '星期日 11:00-17:00']",4.4,300,food_image/海灃蚵の平價美食.jpg
魚罐頭咖啡館,23.5477531,120.3847172,嘉義縣,民雄鄉,嘉義縣民雄鄉嘉78鄉道,052-062775,"['星期一 14:00-22:00', '星期二 14:00-22:00', '星期三 休息', '星期四 休息', '星期五 14:00-22:00', '星期六 14:00-22:00', '星期日 14:00-22:00']",4.7,150,food_image/魚罐頭咖啡館.jpg
山賓餐廳,23.5111134,120.8045822,嘉義縣,阿里山鄉,嘉義縣阿裏山鄉中正村19號,052-679633,"['星期一 10:30-14:30, 16:00-20:30', '星期二 10:30-14:30, 16:00-20:30', '星期三 10:30-14:30, 16:00-20:30', '星期四 10:30-14:30, 16:00-20:30', '星期五 10:30-14:30, 16:00-20:30', '星期六 10:30-14:30, 16:00-20:30', '星期日 10:30-14:30, 16:00-20:30']",4,400,food_image/山賓餐廳.jpg
街角永富苦茶油雞,23.4679432,120.6966688,嘉義縣,阿里山鄉,嘉義縣阿裏山鄉樂野114之2號,052-561488,"['星期一 11:00-14:30, 16:00-18:30', '星期二 休息', '星期三 11:00-14:30, 16:00-18:30', '星期四 11:00-14:30, 16:00-18:30', '星期五 休息', '星期六 11:00-14:15, 16:00-18:30', '星期日 11:00-14:15, 16:00-18:30']",4.5,250,food_image/街角永富苦茶油雞.jpg
阿婆灣,23.3618958,120.5806462,嘉義縣,中埔鄉,嘉義縣中埔鄉澐密戰備道路,None,"['星期一 07:00-20:00', '星期二 07:00-20:00', '星期三 07:00-20:00', '星期四 07:00-20:00', '星期五 07:00-20:00', '星期六 07:00-20:00', '星期日 07:00-20:00']",4.5,40,food_image/阿婆灣.jpg
Do right 渡對,23.5571958,120.4324461,嘉義縣,民雄鄉,嘉義縣民雄鄉東榮路21號,052-262300,"['星期一 休息', '星期二 休息', '星期三 11:30-20:30', '星期四 11:30-20:30', '星期五 11:30-20:30', '星期六 11:30-20:30', '星期日 11:30-20:30']",4.5,250,food_image/Do right 渡對.jpg
季津全蚵宴全國首創全蚵料理吃到飽,23.4344765,120.1714409,嘉義縣,東石鄉,嘉義縣東石鄉塭仔村,053-450636,"['星期一 11:00-17:00', '星期二 11:00-17:00', '星期三 休息', '星期四 11:00-17:00', '星期五 11:00-17:00', '星期六 10:30-18:00', '星期日 10:30-18:00']",4.5,450,food_image/季津全蚵宴全國首創全蚵料理吃到飽.jpg
築日食堂,23.4688107,120.2934808,嘉義縣,太保市,嘉義縣故宮大道785號,053-625741,"['星期一 休息', '星期二 11:30-14:30, 17:00-21:00', '星期三 11:30-14:30, 17:00-21:00', '星期四 11:30-14:30, 17:00-21:00', '星期五 11:30-14:30, 17:00-21:00', '星期六 11:30-14:30, 17:00-21:00', '星期日 11:30-14:30, 17:00-21:00']",4.8,120,food_image/築日食堂.jpg
真好味鴨肉,23.4666838,120.245043,嘉義縣,朴子市,嘉義縣樸子市中正路166號,053-793353,"['星期一 10:00-18:30', '星期二 10:00-18:30', '星期三 10:00-18:30', '星期四 10:00-18:30', '星期五 10:00-18:30', '星期六 10:00-18:30', '星期日 10:00-16:00']",4.4,30,food_image/真好味鴨肉.jpg
蠔碳嘉烤鮮蚵吃到飽,23.4532594,120.1369878,嘉義縣,東石鄉,嘉義縣東石鄉彩霞大道358號,09-13191538,"['星期一 10:30-19:30', '星期二 10:30-19:30', '星期三 休息', '星期四 10:30-19:30', '星期五 10:30-19:30', '星期六 10:30-19:30', '星期日 10:30-19:30']",4.9,400,food_image/蠔碳嘉烤鮮蚵吃到飽.jpg
大立餐飲部,23.2987008,120.5913911,嘉義縣,大埔鄉,嘉義縣大埔鄉大埔村,052-522477,"['星期一 休息', '星期二 11:00-19:30', '星期三 休息', '星期四 休息', '星期五 11:00-19:30', '星期六 11:00-19:30', '星期日 11:00-19:30']",4.4,350,food_image/大立餐飲部.jpg
琪琪健康舖,23.556237,120.478773,嘉義縣,民雄鄉,嘉義縣民雄鄉陳厝寮27號,052-721122,"['星期一 09:00-18:00', '星期二 09:00-18:00', '星期三 09:00-18:00', '星期四 09:00-18:00', '星期五 09:00-18:00', '星期六 09:00-18:00', '星期日 09:00-18:00']",4.2,70,food_image/琪琪健康舖.jpg
大四喜牛肉麵,23.5554403,120.4715128,嘉義縣,民雄鄉,嘉義縣民雄鄉神農路91號,052-722177,"['星期一 11:30-14:00, 17:00-20:00', '星期二 11:30-14:00, 17:00-20:00', '星期三 11:30-14:00, 17:00-20:00', '星期四 11:30-14:00, 17:00-20:00', '星期五 11:30-14:00, 17:00-20:00', '星期六 11:30-14:00, 17:00-20:00', '星期日 11:30-14:00, 17:00-20:00']",4.5,130,food_image/大四喜牛肉麵.jpg
辛屋鴛鴦鍋物 民雄店,23.5558269,120.4258361,嘉義縣,民雄鄉,嘉義縣民雄鄉保生街216號,052-060896,"['星期一 16:30-22:00', '星期二 16:30-22:00', '星期三 16:30-22:00', '星期四 16:30-22:00', '星期五 16:30-22:00', '星期六 11:00-22:50', '星期日 11:00-22:50']",4.8,300,food_image/辛屋鴛鴦鍋物 民雄店.jpg
迷鹿時尚休閒餐飲,23.4066416,120.3260681,嘉義縣,鹿草鄉,嘉義縣鹿草鄉後堀村山仔腳65號,053-752241,"['星期一 14:00-22:00', '星期二 休息', '星期三 14:00-22:00', '星期四 14:00-22:00', '星期五 14:00-23:00', '星期六 14:00-23:00', '星期日 14:00-22:00']",4.6,220,food_image/迷鹿時尚休閒餐飲.jpg
陳氏姊妹蒸餃,23.5541309,120.3456011,嘉義縣,新港鄉,嘉義縣新港鄉中山路72巷10之2號,053-743988,"['星期一 11:00-17:00', '星期二 11:00-17:00', '星期三 11:00-17:00', '星期四 11:00-17:00', '星期五 11:00-17:00', '星期六 11:00-17:00', '星期日 11:00-17:00']",4.2,75,food_image/陳氏姊妹蒸餃.jpg
F HOTEL 嘉義館,23.471035,120.5367912,嘉義縣,番路鄉,嘉義縣番路鄉42之3號,052-590888,"['星期一 24小時營業', '星期二 24小時營業', '星期三 24小時營業', '星期四 24小時營業', '星期五 24小時營業', '星期六 24小時營業', '星期日 24小時營業']",4.1,0,food_image/F HOTEL 嘉義館.jpg
伯恭甕缸雞,23.463767,120.558647,嘉義縣,番路鄉,嘉義縣番路鄉菜公店2之1號,052-591861,"['星期一 休息', '星期二 休息', '星期三 休息', '星期四 休息', '星期五 休息', '星期六 10:30-18:30', '星期日 10:30-18:30']",4.4,230,food_image/伯恭甕缸雞.jpg
清木屋,23.4655379,120.2454344,嘉義縣,朴子市,嘉義縣朴子市市東路40號,09-35060683,"['星期一 11:00-18:00', '星期二 休息', '星期三 11:00-18:00', '星期四 休息', '星期五 11:00-18:00', '星期六 休息', '星期日 休息']",4.6,150,food_image/清木屋.jpg
林記蚵餃,23.4579191,120.1505305,嘉義縣,東石鄉,嘉義縣東石鄉猿樹村154之23號,053-734399,"['星期一 10:30-19:30', '星期二 休息', '星期三 10:30-19:30', '星期四 10:30-19:30', '星期五 10:30-19:30', '星期六 10:30-19:30', '星期日 10:30-19:30']",4.3,200,food_image/林記蚵餃.jpg
愛玉伯ㄟ厝,23.5047774,120.6952991,嘉義縣,竹崎鄉,嘉義縣竹崎鄉奮起湖151號,052-561330,"['星期一 09:00-17:00', '星期二 10:00-17:00', '星期三 10:00-17:00', '星期四 10:00-17:00', '星期五 10:00-17:00', '星期六 09:00-17:00', '星期日 09:00-17:00']",4.7,70,food_image/愛玉伯ㄟ厝.jpg
民雄鵝肉太郎老店,23.5502616,120.4334144,嘉義縣,民雄鄉,嘉義縣民雄鄉建國路二段327號,052-063438,"['星期一 09:00-20:00', '星期二 09:00-20:00', '星期三 09:00-20:00', '星期四 09:00-20:00', '星期五 09:00-20:00', '星期六 09:00-20:00', '星期日 09:00-20:00']",4,390,food_image/民雄鵝肉太郎老店.jpg
鄒築園觀光休閒農莊,23.4679459,120.7134403,嘉義縣,阿里山鄉,嘉義縣阿裏山鄉樂野村2鄰71號,052-561118,"['星期一 08:00-18:00', '星期二 08:00-18:00', '星期三 08:00-18:00', '星期四 08:00-18:00', '星期五 08:00-18:00', '星期六 08:00-18:00', '星期日 08:00-18:00']",4.5,200,food_image/鄒築園觀光休閒農莊.jpg
黑皮酥皮肉圓,23.3796383,120.1543781,嘉義縣,布袋鎮,嘉義縣布袋鎮中山路43號,09-18899669,"['星期一 11:00-18:00', '星期二 11:00-18:00', '星期三 休息', '星期四 11:00-18:00', '星期五 11:00-18:00', '星期六 11:00-18:00', '星期日 11:00-18:00']",3.8,100,food_image/黑皮酥皮肉圓.jpg
