name,latitude,longitude,area_1,area_2,address,phone,opening_hours_all,rating,avg_price
INPARADISE 饗饗,25.0405099,121.5671637,台北市,信義區,臺北市信義區忠孝東路五段68號46F,0287809988,"['星期一 11:30-14:00, 14:30-16:30, 17:30-21:30', '星期二 11:30-14:00, 14:30-16:30, 17:30-21:30', '星期三 11:30-14:00, 14:30-16:30, 17:30-21:30', '星期四 11:30-14:00, 14:30-16:30, 17:30-21:30', '星期五 11:30-14:00, 14:30-16:30, 17:30-21:30', '星期六 11:30-14:00, 14:30-16:30, 17:30-21:30', '星期日 11:30-14:00, 14:30-16:30, 17:30-21:30']",4.2,1500
TOASTERiA Cafe,25.0433446,121.5495056,台北市,大安區,臺北市大安區敦化南路一段169巷3號,0227520033,"['星期一 09:00-00:00', '星期二 09:00-00:00', '星期三 09:00-00:00', '星期四 09:00-00:00', '星期五 09:00-00:00', '星期六 09:00-00:00', '星期日 09:00-00:00']",4.5,150
旭集 和食集錦,25.0368737,121.5679503,台北市,信義區,臺北市信義區松仁路58號9F,0287803366,"['星期一 11:30-14:00, 14:30-16:30, 17:30-21:30', '星期二 11:30-14:00, 14:30-16:30, 17:30-21:30', '星期三 11:30-14:00, 14:30-16:30, 17:30-21:30', '星期四 11:30-14:00, 14:30-16:30, 17:30-21:30', '星期五 11:30-14:00, 14:30-16:30, 17:30-21:30', '星期六 11:30-14:00, 14:30-16:30, 17:30-21:30', '星期日 11:30-14:00, 14:30-16:30, 17:30-21:30']",4.2,1100
八色韓式烤肉,25.0421399,121.553271,台北市,大安區,臺北市大安區忠孝東路四段223巷10弄3號,0287739050,"['星期一 11:30-15:00, 17:00-22:00', '星期二 11:30-15:00, 17:00-22:00', '星期三 11:30-15:00, 17:00-22:00', '星期四 11:30-15:00, 17:00-22:00', '星期五 11:30-15:00, 17:00-23:00', '星期六 11:30-23:00', '星期日 11:30-22:00']",4.0,700
養心茶樓．蔬食.飲茶(素食),25.0527859,121.5327926,台北市,中山區,臺北市松江路128號,0225428828,"['星期一 11:30-14:20, 14:30-16:30, 17:30-21:30', '星期二 11:30-14:20, 14:30-16:30, 17:30-21:30', '星期三 11:30-14:20, 14:30-16:30, 17:30-21:30', '星期四 11:30-14:20, 14:30-16:30, 17:30-21:30', '星期五 11:30-14:20, 14:30-16:30, 17:30-21:30', '星期六 11:00-16:00, 17:00-21:30', '星期日 11:00-16:00, 17:00-21:30']",4.3,500
金色三麥,25.0835013,121.5575157,台北市,中山區,臺北市中山區敬業三路22號5F,0221753739,"['星期一 11:00-22:00', '星期二 11:00-22:00', '星期三 11:00-22:00', '星期四 11:00-22:00', '星期五 11:00-23:00', '星期六 11:00-23:00', '星期日 11:00-22:00']",4.2,300
Mosun 墨賞新鐵板料理餐廳,25.0417426,121.5500104,台北市,大安區,臺北市大安區忠孝東路四段155號2樓,0227319966,"['星期一 11:30-15:00, 17:30-22:30', '星期二 11:30-15:00, 17:30-22:30', '星期三 11:30-15:00, 17:30-22:30', '星期四 11:30-15:00, 17:30-22:30', '星期五 11:30-15:00, 17:30-22:30', '星期六 11:30-15:00, 17:30-22:30', '星期日 11:30-15:00, 17:30-22:30']",4.4,2000
皇池溫泉御膳館,25.140212299999998,121.5304439,台北市,北投區,臺北市北投區行義路402巷42之1號,0228623688,"['星期一 24小時營業', '星期二 24小時營業', '星期三 24小時營業', '星期四 24小時營業', '星期五 24小時營業', '星期六 24小時營業', '星期日 24小時營業']",3.9,500
奧蘿茉CAfe北車店,25.044403,121.5159776,台北市,中正區,臺北市中正區南陽街26號,0223117070,"['星期一 10:30-21:00', '星期二 10:30-21:00', '星期三 10:30-21:00', '星期四 10:30-21:00', '星期五 10:30-21:00', '星期六 10:30-21:00', '星期日 10:30-21:00']",3.8,150
Smith & Wollensky 牛排館,25.0342883,121.5673522,台北市,信義區,臺北市信義區松智路17號47F,0223455647,"['星期一 11:30-22:00', '星期二 11:30-22:00', '星期三 11:30-22:00', '星期四 11:30-22:00', '星期五 11:30-23:00', '星期六 11:30-23:00', '星期日 11:30-22:00']",4.5,4000
OvenMaru 烤頂鷄,25.0441005,121.5445892,台北市,大安區,臺北市大安區復興南路一段107巷5弄6號1樓,0227783325,"['星期一 16:00-23:00', '星期二 休息', '星期三 16:00-23:00', '星期四 16:00-23:00', '星期五 16:00-23:00', '星期六 12:00-23:00', '星期日 12:00-23:00']",3.7,450
遠東Café (香格里拉遠東飯店),25.026403,121.5494,台北市,大安區,台北市敦化南路二段201號6樓,0277112080,"['星期一 11:45-21:30', '星期二 11:45-21:30', '星期三 11:45-21:30', '星期四 11:45-21:30', '星期五 11:45-21:30', '星期六 11:45-21:30', '星期日 11:45-21:30']",4.2,1738
莫爾頓牛排館 Morton 信義微風,25.0405044,121.5668964,台北市,信義區,臺北市信義區忠孝東路五段68號45F,0227237000,"['星期一 11:30-22:00', '星期二 11:30-22:00', '星期三 11:30-22:00', '星期四 11:30-22:00', '星期五 11:30-23:00', '星期六 11:30-23:00', '星期日 11:30-22:00']",3.9,6000
杭州小籠湯包,25.0340691,121.523723,台北市,大安區,台北市杭州南路二段19號,0223931757,"['星期一 11:00-14:30, 16:30-21:00', '星期二 休息', '星期三 11:00-14:30, 16:30-21:00', '星期四 11:00-14:30, 16:30-21:00', '星期五 11:00-14:30, 16:30-21:00', '星期六 11:00-14:30, 16:30-21:00', '星期日 11:00-14:30, 16:30-21:00']",4.0,385
林東芳牛肉麵,25.04725239999999,121.5430792,台北市,中山區,臺北市中山區安東街4之3號,0227522556,"['星期一 00:00-03:00, 11:00-00:00', '星期二 00:00-03:00, 11:00-00:00', '星期三 00:00-03:00, 11:00-00:00', '星期四 00:00-03:00, 11:00-00:00', '星期五 00:00-03:00, 11:00-00:00', '星期六 00:00-03:00, 11:00-00:00', '星期日 11:00-00:00, 00:00-03:00']",3.9,200
生活在他方 elsewhere cafe,25.029251,121.515639,台北市,中正區,臺北市中正區重慶南路三段5號,0233932018,"['星期一 休息', '星期二 09:30-22:00', '星期三 09:30-22:00', '星期四 09:30-22:00', '星期五 09:30-22:00', '星期六 09:30-22:00', '星期日 09:30-22:00']",4.5,400
BRICK YARD 33 1/3,25.135525,121.5434171,台北市,士林區,臺北市士林區凱旋路49號,0228618282,"['星期一 11:00-20:00', '星期二 11:00-20:00', '星期三 11:00-20:00', '星期四 11:00-20:00', '星期五 11:00-20:00', '星期六 10:30-20:30', '星期日 10:30-20:30']",4.3,500
Mamak檔星馬料理 忠孝店,25.042423,121.5527586,台北市,大安區,臺北市大安區敦化南路一段187巷72號,0227316086,"['星期一 11:30-22:00', '星期二 11:30-22:00', '星期三 11:30-22:00', '星期四 11:30-22:00', '星期五 11:30-23:00', '星期六 11:30-23:00', '星期日 11:30-22:00']",4.3,350
小六食堂,25.0602125,121.534304,台北市,中山區,臺北市中山區錦州街252號,0225060065,"['星期一 11:30-13:40, 18:00-20:40', '星期二 11:30-13:40, 18:00-20:40', '星期三 11:30-13:40, 18:00-20:40', '星期四 11:30-13:40, 18:00-20:40', '星期五 11:30-13:40, 18:00-20:40', '星期六 11:30-13:40, 18:00-20:40', '星期日 休息']",4.3,240
啾哇嘿喲 韓式烤肉專門店,25.0437018,121.5475075,台北市,松山區,臺北市大安區敦化南路一段160巷23號,0227522653,"['星期一 11:30-14:30, 17:00-23:30', '星期二 11:30-14:30, 17:00-23:30', '星期三 11:30-14:30, 17:00-23:30', '星期四 11:30-14:30, 17:00-23:30', '星期五 11:30-14:30, 17:00-23:30', '星期六 11:30-15:00, 17:00-23:30', '星期日 11:30-15:00, 17:00-23:30']",3.9,599
大阪燒肉雙子 Futago 林森店,25.050994,121.52767,台北市,中山區,臺北市中山區新生北路一段132號,0225819587,"['星期一 18:00-00:00', '星期二 18:00-00:00', '星期三 18:00-00:00', '星期四 18:00-00:00', '星期五 00:00-03:00, 18:00-00:00', '星期六 00:00-03:00, 18:00-00:00', '星期日 18:00-00:00, 00:00-03:00']",4.7,2500
佳德鳳梨酥,25.0512434,121.5614407,台北市,松山區,臺北市松山區南京東路五段88號,0287878186,"['星期一 08:30-20:30', '星期二 08:30-20:30', '星期三 08:30-20:30', '星期四 08:30-20:30', '星期五 08:30-20:30', '星期六 08:30-20:30', '星期日 08:30-20:30']",3.9,400
Maple Tree House 楓樹 韓國烤肉,25.0304939,121.5576003,台北市,信義區,臺北市信義區光復南路585號,0287809222,"['星期一 12:00-23:00', '星期二 12:00-23:00', '星期三 12:00-23:00', '星期四 12:00-23:00', '星期五 12:00-00:00', '星期六 12:00-00:00', '星期日 12:00-00:00']",4.0,700
點點心,25.0406764,121.5665457,台北市,信義區,台北市信義區忠孝東路五段68號B1F,0223450509,"['星期一 11:00-21:00', '星期二 11:00-21:00', '星期三 11:00-21:00', '星期四 11:00-21:30', '星期五 11:00-21:30', '星期六 11:00-21:30', '星期日 11:00-21:00']",4.1,1000
故宮晶華,25.1012506,121.5477983,台北市,士林區,臺北市士林區至善路二段221號,0228829393,"['星期一 休息', '星期二 11:30-14:30, 17:30-21:30', '星期三 11:30-14:30, 17:30-21:30', '星期四 11:30-14:30, 17:30-21:30', '星期五 11:30-14:30, 17:30-21:30', '星期六 11:00-15:00, 17:30-21:30', '星期日 11:00-15:00, 17:30-21:30']",4.0,1000
劉山東牛肉麵,25.0457149,121.5137602,台北市,中正區,臺北市中正區開封街一段14巷2號,0223113581,"['星期一 08:00-20:00', '星期二 08:00-20:00', '星期三 08:00-20:00', '星期四 08:00-20:00', '星期五 08:00-20:00', '星期六 08:00-20:00', '星期日 休息']",4.1,160
草山夜未眠,25.1340198,121.5353772,台北市,士林區,臺北市士林區東山路25巷81弄99號,0228623751,"['星期一 00:00-03:00, 16:00-00:00', '星期二 00:00-03:00, 16:00-00:00', '星期三 00:00-03:00, 16:00-00:00', '星期四 00:00-03:00, 16:00-00:00', '星期五 00:00-03:00, 16:00-00:00', '星期六 00:00-03:00, 15:00-00:00', '星期日 15:00-00:00, 00:00-03:00']",4.5,500
水龜伯古早味,25.116901,121.515821,台北市,北投區,臺北市北投區石牌路二段75巷8號,0228274788,"['星期一 11:30-23:00', '星期二 11:30-23:00', '星期三 11:30-23:00', '星期四 11:30-23:00', '星期五 11:30-23:00', '星期六 11:30-23:00', '星期日 11:30-23:00']",4.2,55
Campus Cafe,25.041901,121.5391063,台北市,大安區,臺北市大安區忠孝東路三段203號,0227516021,"['星期一 11:00-21:00', '星期二 11:00-21:00', '星期三 11:00-21:00', '星期四 11:00-21:00', '星期五 11:00-21:00', '星期六 11:00-21:00', '星期日 11:00-21:00']",3.9,289
