title,address,Latitude,Longtitude,image
臺南正統鹿耳門聖母廟,"No. 160號, Chengan Rd, Annan District, Tainan City, Taiwan 70958",23.0680234,120.1272414,HotSpot_pic/臺南正統鹿耳門聖母廟.jpg
二寮觀日亭,"713, Taiwan, Tainan City, Zuozhen District, 二寮",22.9927444,120.4098726,HotSpot_pic/二寮觀日亭.jpg
四草生態綠色隧道,"No. 360號, Dazhong Rd, Annan District, Tainan City, Taiwan 709",23.0196399,120.1361465,HotSpot_pic/四草生態綠色隧道.jpg
尖山埤水庫（江南渡假村）,"736, Taiwan, Tainan City, Liuying District, 旭山里60號",23.2642127,120.3941046,HotSpot_pic/尖山埤水庫（江南渡假村）.jpg
老塘湖藝術村,"726, Taiwan, Tainan City, Xuejia District, 豐和里美豐49-26號",23.2191779,120.2061603,HotSpot_pic/老塘湖藝術村.jpg
玄空法寺,"No. 270號, Zhonghua Rd, Nanxi District, Tainan City, Taiwan 715",23.1821354,120.4825457,HotSpot_pic/玄空法寺.jpg
德元埤荷蘭村,"736, Taiwan, Tainan City, Liuying District, 100號",23.2630654,120.3397063,HotSpot_pic/德元埤荷蘭村.jpg
台鉅美妝觀光工廠,"No. 589號, Section 3, Zhongzheng Rd, Rende District, Tainan City, Taiwan 717",22.988605,120.257086,HotSpot_pic/台鉅美妝觀光工廠.jpg
林默娘公園,"Lin Mo-niang Park, No. 250號, Anyi Rd, Anping District, Tainan City, Taiwan 708",22.9938758,120.1571958,HotSpot_pic/林默娘公園.jpg
草山月世界308高地,"845, Taiwan, Kaohsiung City, Neimen District, 洪代表桶仔雞",22.9770264,120.4425481,HotSpot_pic/草山月世界308高地.jpg
南鯤鯓代天府,"72746, Taiwan, Tainan City, Beimen District, 里976號",23.2859811,120.143304,HotSpot_pic/南鯤鯓代天府.jpg
觀夕平台,"Yubin Rd, Anping District, Tainan City, Taiwan 708",22.9901592,120.1470983,HotSpot_pic/觀夕平台.jpg
鹿耳門天后宮,"No. 136, Mazugong 1st St, Annan District, Tainan City, Taiwan 709",23.0372099,120.1244579,HotSpot_pic/鹿耳門天后宮.jpg
延平老街（安平老街）,"Yanping St, Anping District, Tainan City, Taiwan 708",23.0007174,120.1616449,HotSpot_pic/延平老街（安平老街）.jpg
黃金海岸,"Gold Coast QLD, Australia",-28.016667,153.4,HotSpot_pic/黃金海岸.jpg
關子嶺天梯及空中廊道,"732, Taiwan, Tainan City, Baihe District, 20、",23.3384414,120.5051436,HotSpot_pic/關子嶺天梯及空中廊道.jpg
林百貨,"No. 63號, Section 2, Zhongyi Rd, West Central District, Tainan City, Taiwan 700",22.9917925,120.2025232,HotSpot_pic/林百貨.jpg
喜樹老街,"Lane 254, Xishu Rd, South District, Tainan City, Taiwan 702",22.9403891,120.1777971,HotSpot_pic/喜樹老街.jpg
彩虹山大佛(六龜大佛),"No. 27-1號, Xinkai Rd, Liugui District, Kaohsiung City, Taiwan 84441",23.0554402,120.6775326,HotSpot_pic/彩虹山大佛(六龜大佛).jpg
真愛碼頭,"Yancheng District, Kaohsiung City, Taiwan 803",22.6184858,120.2897204,HotSpot_pic/真愛碼頭.jpg
旗津貝殼館,"805, Taiwan, Kaohsiung City, Qijin District, Qijin 3rd Rd, 887號2樓",22.6011443,120.2742485,HotSpot_pic/旗津貝殼館.jpg
塔關山登山口,"Taguanshan Trailhead, 848 Taoyuan District, Kaohsiung City, Taiwan 848",23.2664593,120.93937,HotSpot_pic/塔關山登山口.jpg
錫安山,"Mt Zion, Jerusalem, Israel",31.7709233,35.2284626,HotSpot_pic/錫安山.jpg
葫蘆谷,"844, Taiwan, 高雄市六龜區葫蘆谷",22.928362,120.655483,HotSpot_pic/葫蘆谷.jpg
妙通寺,"Japan, 〒453-0855 Aichi, Nagoya, Nakamura Ward, Kasumorichō, 3-chōme−２４−２４",35.1564676,136.8591245,HotSpot_pic/妙通寺.jpg
寶來溫泉,"Pao-lai Hot Spring, Liugui District, Kaohsiung City, Taiwan 844",23.1036111,120.7102778,HotSpot_pic/寶來溫泉.jpg
黃蝶翠谷,"Huangdie Cuigu, Meinong District, Kaohsiung City, Taiwan 843",22.9336111,120.5955556,HotSpot_pic/黃蝶翠谷.jpg
興達港、情人碼頭,"Section 1, Dongfang Rd, Jiading District, Kaohsiung City, Taiwan 852",22.8773532,120.2112527,HotSpot_pic/興達港、情人碼頭.jpg
藤枝森林遊樂區,"Tengjhih National Forest Recreation Area, No. 150號寶山巷 Taoyuan District, Kaohsiung City, Taiwan 848",23.0677024,120.754703,HotSpot_pic/藤枝森林遊樂區.jpg
大世界國際村（已歇業）,"No. 15, Cailiao Rd, Gangshan District, Kaohsiung City, Taiwan 824",22.818744,120.3441495,HotSpot_pic/大世界國際村（已歇業）.jpg
大關山隧道,"Taiwan, 大關山隧道",23.264196,120.9579983,HotSpot_pic/大關山隧道.jpg
彩虹教堂,"No. 990, Qijin 3rd Rd, Qijin District, Kaohsiung City, Taiwan 805",22.6023263,120.2734327,HotSpot_pic/彩虹教堂.jpg
月世界泥火山,"823, Taiwan, Kaohsiung City, Tianliao District, 崇德里",22.8898868,120.3867493,HotSpot_pic/月世界泥火山.jpg
屏東山川琉璃吊橋,"901, Taiwan, Pingtung County, Sandimen Township, 瑪家鄉 Shan-Chuan Suspension Bridge",22.7092015,120.6534588,HotSpot_pic/屏東山川琉璃吊橋.jpg
泗林健走步道,"Silin walking trail, Chaozhou Rd, Chaozhou Township, Pingtung County, Taiwan 920",22.5494046,120.5557081,HotSpot_pic/泗林健走步道.jpg
萬里桐,"Wanlitong, Hengchun Township, Pingtung County, Taiwan 946",21.997786,120.7057429,HotSpot_pic/萬里桐.jpg
風吹沙,"946, Taiwan, 屏東縣恆春鎮風吹砂",21.9486515,120.8409788,HotSpot_pic/風吹沙.jpg
國立海洋生物博物館,"No. 2, Houwan Rd, Checheng Township, Pingtung County, Taiwan 944",22.0460173,120.6989058,HotSpot_pic/國立海洋生物博物館.jpg
白砂灣,"946, Taiwan, Pingtung County, Hengchun Township, 白砂路36號",21.9375712,120.7148185,HotSpot_pic/白砂灣.jpg
龍磐公園,"Longpan Park, No. 946台26線 Hengchun Township, Pingtung County, Taiwan 946",21.9272344,120.8479628,HotSpot_pic/龍磐公園.jpg
林後四林平地森林園區,"Linhousilin Forest Park, No. 221-1號, Chaoyi Rd, Chaozhou Township, Pingtung County, Taiwan 920",22.5386812,120.590396,HotSpot_pic/林後四林平地森林園區.jpg
紅柴坑,"Hongchaikeng, Hengchun Township, Pingtung County, Taiwan",21.9719264,120.7164003,HotSpot_pic/紅柴坑.jpg
鯉魚山（泥火山）,"932, Taiwan, 屏東縣新園鄉鯉魚山泥火山",22.5540637,120.4512246,HotSpot_pic/鯉魚山（泥火山）.jpg
墾丁大街,"No. 134號, Kending Rd, Hengchun Township, Pingtung County, Taiwan 946",21.9456406,120.7969316,HotSpot_pic/墾丁大街.jpg
枋寮漁港,"Taiwan, 枋寮漁港",22.36306936,120.59293,HotSpot_pic/枋寮漁港.jpg
台灣原住民文化園區,"903, Taiwan, Pingtung County, Majia Township, 風景巷104號903",22.7069254,120.6529188,HotSpot_pic/台灣原住民文化園區.jpg
大鵬灣國家風景區,"No. 169, Datan Rd, Donggang Township, Pingtung County, Taiwan 928",22.4570111,120.4789281,HotSpot_pic/大鵬灣國家風景區.jpg
屏鵝公路,"966, Taiwan, Taitung County, Daren Township, 台26線",22.2732852,120.8906961,HotSpot_pic/屏鵝公路.jpg
鵬灣跨海大橋,"Dapeng Bay Bridge, Pengwankuahai Bridge, Donggang Township, Pingtung County, Taiwan 928",22.4489468,120.4548127,HotSpot_pic/鵬灣跨海大橋.jpg
南洋風高腳屋,"No. 306號, Fufeng Rd, Neipu Township, Pingtung County, Taiwan 912",22.6188371,120.5458204,HotSpot_pic/南洋風高腳屋.jpg
幾米主題廣場（幾米公園）,"Jimmy Park, No. 240號, Section 1, Yixing Rd, Yilan City, Yilan County, Taiwan 260",24.7526264,121.7570038,HotSpot_pic/幾米主題廣場（幾米公園）.jpg
外澳沙灘,"Waiao Beach, No. 6號, Section 2, Binhai Rd, Toucheng Township, Yilan County, Taiwan 261",24.8778107,121.8430714,HotSpot_pic/外澳沙灘.jpg
頭城老街,"Heping St, Toucheng Township, Yilan County, Taiwan 261",24.8569701,121.8241581,HotSpot_pic/頭城老街.jpg
呿呿噹森林（丟丟噹森林）,"No. 236, Section 1, Yixing Rd, Yilan City, Yilan County, Taiwan 260",24.7546366,121.7570734,HotSpot_pic/呿呿噹森林（丟丟噹森林）.jpg
冬山河親水公園（冬山河河濱公園）,"Dongshan River Water Park, No. 2, Section 2, Qinhe Rd, Wujie Township, Yilan County, Taiwan 268",24.6729935,121.8158161,HotSpot_pic/冬山河親水公園（冬山河河濱公園）.jpg
大溪漁港,"Ta-hsi Fishing Harbor, Toucheng Township, Yilan County, Taiwan 261",24.9411111,121.9013889,HotSpot_pic/大溪漁港.jpg
梅花湖,"269, Taiwan, 宜蘭縣冬山鄉梅花湖",24.6427251,121.7330825,HotSpot_pic/梅花湖.jpg
三清宮,"Sanqing Pavilion, Dachuan District, Dazhou, Sichuan, China, 635063",31.116184,107.273038,HotSpot_pic/三清宮.jpg
幸福轉運站,"No. 117, Section 1, Yixing Rd, Yilan City, Yilan County, Taiwan 260",24.7517331,121.756183,HotSpot_pic/幸福轉運站.jpg
豆腐岬,"Su'ao Township, Yilan County, Taiwan 270",24.583822,121.8714345,HotSpot_pic/豆腐岬.jpg
烏石魚港 （烏石港遊客中心）,"261, Taiwan, Yilan County, Toucheng Township, 烏石港路15之30號",24.8692805,121.8348659,HotSpot_pic/烏石魚港 （烏石港遊客中心）.jpg
伯朗咖啡城堡（金車咖啡城堡、金車宜蘭頭城造林休閒農場）,"No. 95號, Shikong Rd, Toucheng Township, Yilan County, Taiwan 261",24.8846282,121.8388434,HotSpot_pic/伯朗咖啡城堡（金車咖啡城堡、金車宜蘭頭城造林休閒農場）.jpg
湯圍溝溫泉公園,"Tangweigou Hot Spring Park, No. 99-11號, Deyang Rd, Jiaoxi Township, Yilan County, Taiwan 262",24.8285141,121.7699558,HotSpot_pic/湯圍溝溫泉公園.jpg
南方澳漁港,"Nan-fang-ao Fishing Harbor, Taiwan",24.58198313,121.8683579,HotSpot_pic/南方澳漁港.jpg
朝陽漁港,"Taiwan, 朝陽漁港",24.46101538,121.8210302,HotSpot_pic/朝陽漁港.jpg
宜蘭壯圍過嶺保安宮（太子廟）,"No. 302號, Section 3, Zhuangbin Rd, Zhuangwei Township, Yilan County, Taiwan 263",24.7565655,121.8163477,HotSpot_pic/宜蘭壯圍過嶺保安宮（太子廟）.jpg
蘭陽博物館,"No. 750, Section 3, Qingyun Rd, Toucheng Township, Yilan County, Taiwan 261",24.8686561,121.8327408,HotSpot_pic/蘭陽博物館.jpg
金車礁溪蘭花園附設動植物生態館,"262, Taiwan, Yilan County, Jiaoxi Township, Chilidan Rd, 103-1號金車礁溪蘭花園附設動植物生態館",24.8207801,121.784266,HotSpot_pic/金車礁溪蘭花園附設動植物生態館.jpg
宜蘭火車站（幾米火車站）,"26043 Yilan Station, No. 1號, Guangfu Rd, Yilan City, Yilan County, Taiwan 260",24.7552923,121.7583174,HotSpot_pic/宜蘭火車站（幾米火車站）.jpg
楓林步道,"973, Taiwan, 花蓮縣吉安鄉福興村",23.969439,121.5484039,HotSpot_pic/楓林步道.jpg
花蓮觀光漁市（花蓮區漁會）,"970, Taiwan, Hualien County, Hualien City, 港濱37號",23.9963352,121.638082,HotSpot_pic/花蓮觀光漁市（花蓮區漁會）.jpg
立川漁場,"974, Taiwan, Hualien County, Shoufeng Township, 魚池45號",23.864656,121.5222562,HotSpot_pic/立川漁場.jpg
慕谷慕魚生態廊道,"972, Taiwan, Hualien County, Xiulin Township, 花專1線",23.9765718,121.4715241,HotSpot_pic/慕谷慕魚生態廊道.jpg
崇德海灘,"972, Taiwan, 花蓮縣秀林鄉崇德村",24.1928905,121.6628728,HotSpot_pic/崇德海灘.jpg
花蓮鐵道文化園區,"No. 71號, Zhongshan Rd, Hualien City, Hualien County, Taiwan 970",23.9746392,121.6105358,HotSpot_pic/花蓮鐵道文化園區.jpg
鹽寮漁港沙灘,"Taiwan, 鹽寮漁港",23.82905964,121.5864984,HotSpot_pic/鹽寮漁港沙灘.jpg
七星潭風景區,"Qixingtan Scenic Area, No. 5號, Lane 79, Qixing St, Xincheng Township, Hualien County, Taiwan 971",24.0314268,121.6271764,HotSpot_pic/七星潭風景區.jpg
東華大學,"No. 1號, Section 2, Daxue Rd, Shoufeng Township, Hualien County, Taiwan 974",23.8927746,121.5441612,HotSpot_pic/東華大學.jpg
豐濱天空步道(親不知子斷崖),"977, Taiwan, 花蓮縣豐濱鄉親不知子斷崖",23.675376,121.545538,HotSpot_pic/豐濱天空步道(親不知子斷崖).jpg
新城老街,"Bo'ai Rd, Xincheng Township, Hualien County, Taiwan 971",24.1263473,121.6518393,HotSpot_pic/新城老街.jpg
慈濟靜思堂,"359, Jln Kepong, 52000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.2095517,101.6495568,HotSpot_pic/慈濟靜思堂.jpg
玉里神社,"Xibian St, Yuli Township, Hualien County, Taiwan 981",23.3347263,121.3088267,HotSpot_pic/玉里神社.jpg
太平洋3D地景公園,"Pacific Park, No. 138號, Haibin St, Hualien City, Hualien County, Taiwan 970",23.9773665,121.6178505,HotSpot_pic/太平洋3D地景公園.jpg
東大門夜市,"No. 415號, Chongqing Rd, Hualien City, Hualien County, Taiwan 970",23.9728958,121.6098425,HotSpot_pic/東大門夜市.jpg
花蓮舊酒廠（花蓮文化創意園區）,"No. 144號, Zhonghua Rd, Hualien City, Hualien County, Taiwan 970",23.976244,121.6048577,HotSpot_pic/花蓮舊酒廠（花蓮文化創意園區）.jpg
花蓮港景觀橋,"No. 8號, Gangkou Rd, Hualien City, Hualien County, Taiwan 970",23.9926825,121.6359167,HotSpot_pic/花蓮港景觀橋.jpg
靜浦北迴歸線界標,"977, Taiwan, Hualien County, Fengbin Township, 台11線",23.4513623,121.4962333,HotSpot_pic/靜浦北迴歸線界標.jpg
琵琶湖,"Lake Biwa, Shiga, Japan",35.3456394,136.1709012,HotSpot_pic/琵琶湖.jpg
台東霍爾的移動城堡,"No. 1, Zhongzheng Rd, Taitung City, Taitung County, Taiwan 950",22.7512319,121.1588971,HotSpot_pic/台東霍爾的移動城堡.jpg
台東豐源國小,"No. 392, Section 4, Zhonghua Rd, Taitung City, Taitung County, Taiwan 950",22.7299509,121.1083071,HotSpot_pic/台東豐源國小.jpg
綠島梅花鹿生態園區,"951, Taiwan, Taitung County, Lvdao Township, 草山201號綠島梅花鹿生態園區 Sika Deer Ecological Park",22.6712131,121.4954528,HotSpot_pic/綠島梅花鹿生態園區.jpg
富岡港口,"Fugang Fishery Harbor, Taitung City, Taitung County, Taiwan 950",22.791866,121.192703,HotSpot_pic/富岡港口.jpg
國際地標,"Haibin Park, Datong Rd, Taitung City, Taitung County, Taiwan 950",22.7531204,121.1646423,HotSpot_pic/國際地標.jpg
海濱公園,"Japan, 〒312-0012 Ibaraki, Hitachinaka, Mawatari, 字大沼605-4 Hitachi Seaside Park",36.405864,140.5964868,HotSpot_pic/海濱公園.jpg
國立台灣史前文化博物館,"950, Taiwan, Taitung County, Taitung City, 博物館路1號",22.760712,121.091361,HotSpot_pic/國立台灣史前文化博物館.jpg
伯朗大道(金城武大道),"958, Taiwan, Taitung County, Chishang Township, 錦新三號道路",23.0988065,121.2130022,HotSpot_pic/伯朗大道(金城武大道).jpg
綠島南寮漁港,"Nan-liao Fishing Harbor, Taiwan",22.65918929,121.4740042,HotSpot_pic/綠島南寮漁港.jpg
活水湖,"Mahengheng Blvd, Taitung City, Taitung County, Taiwan 950",22.7652114,121.1647656,HotSpot_pic/活水湖.jpg
綠島小長城,"951, Taiwan, 台東縣綠島鄉公舘村",22.660833,121.506816,HotSpot_pic/綠島小長城.jpg
觀音洞,"31350 Ipoh, Perak, Malaysia",4.5585583,101.1134066,HotSpot_pic/觀音洞.jpg
綠島朝日溫泉,"951, Taiwan, Taitung County, Lvdao Township, 溫泉路167號",22.6370465,121.5041753,HotSpot_pic/綠島朝日溫泉.jpg
小野柳,"No. 500號, Section 1, Songjiang Rd, Taitung City, Taitung County, Taiwan 950",22.7947736,121.1981802,HotSpot_pic/小野柳.jpg
金崙溫泉,"963, Taiwan, Taitung County, Taimali Township, 1",22.5288732,120.9380181,HotSpot_pic/金崙溫泉.jpg
比西里岸部落(白守蓮部落),"No. 220號, Bailian Rd, Chenggong Township, Taitung County, Taiwan 961",23.1297082,121.40036,HotSpot_pic/比西里岸部落(白守蓮部落).jpg
利吉惡地（利吉月世界）,"954, Taiwan, 台東縣卑南鄉卑南溪畔",22.8154858,121.1383606,HotSpot_pic/利吉惡地（利吉月世界）.jpg
台東鐵道藝術村,"Railway Art Village, No. 369號, Tiehua Rd, Taitung City, Taitung County, Taiwan 950",22.7519372,121.1470526,HotSpot_pic/台東鐵道藝術村.jpg
澎湖藍洞秘境,"Penghu County, Taiwan",23.5711899,119.5793157,HotSpot_pic/澎湖藍洞秘境.jpg
望夫石,"Hong Kong, 沙田Lion Rock Country Park",22.3594607,114.1798732,HotSpot_pic/望夫石.jpg
潘安邦紀念館（潘安邦舊居）,"880, Taiwan, Penghu County, Magong City, 新復路1巷4號",23.5631366,119.5607258,HotSpot_pic/潘安邦紀念館（潘安邦舊居）.jpg
馬公老街,"Zhongyang St, Magong City, Penghu County, Taiwan 880",23.5647548,119.5648526,HotSpot_pic/馬公老街.jpg
四眼井,"No. 40號, Zhongyang St, Magong City, Penghu County, Taiwan 880",23.5651792,119.5649382,HotSpot_pic/四眼井.jpg
馬公摸乳巷,"Zhongyang St, Magong City, Penghu County, Taiwan 880",23.5644318,119.5647779,HotSpot_pic/馬公摸乳巷.jpg
風櫃洞,"880, Taiwan, Penghu County, Magong City, 風櫃里",23.537891,119.5437331,HotSpot_pic/風櫃洞.jpg
林投金沙灘(黃金沙灘),"Taiwan, 澎湖縣林投金沙灘",23.5606694,119.6460154,HotSpot_pic/林投金沙灘(黃金沙灘).jpg
蛇頭山遊憩區,"Magong City, Penghu County, Taiwan 880",23.55164,119.547565,HotSpot_pic/蛇頭山遊憩區.jpg
大菓葉柱狀玄武岩,"881, Taiwan, Penghu County, Xiyu Township, 10號",23.595584,119.5163386,HotSpot_pic/大菓葉柱狀玄武岩.jpg
西瀛虹橋,"880, Taiwan, Penghu County, Magong City, 觀音亭海水浴場",23.5692483,119.5599959,HotSpot_pic/西瀛虹橋.jpg
澎湖國內商港馬公碼頭區（馬公港）,"Magong Harbor, Taiwan",23.55895546,119.5673146,HotSpot_pic/澎湖國內商港馬公碼頭區（馬公港）.jpg
澎湖青灣仙人掌公園,"Qingwan Cactus Park, Magong City, Penghu County, Taiwan 880",23.52635,119.55771,HotSpot_pic/澎湖青灣仙人掌公園.jpg
張雨生故事館,"880, Taiwan, Penghu County, Magong City, 新復路2巷22號",23.5634336,119.5605422,HotSpot_pic/張雨生故事館.jpg
澎湖天堂路,"Tiantang Rd., Baisha Township, Penghu County, Taiwan 884",23.67089,119.5712,HotSpot_pic/澎湖天堂路.jpg
外垵漁港,"881, Taiwan, Penghu County, Xiyu Township, 148-14",23.5639893,119.4774794,HotSpot_pic/外垵漁港.jpg
澎澎灘,"884, Taiwan, 澎湖县白沙乡鳥嶼村",23.6590377,119.6396995,HotSpot_pic/澎澎灘.jpg
北山古洋樓（北山古厝群）,892號,24.479211,118.31256,HotSpot_pic/北山古洋樓（北山古厝群）.jpg
葉華成故居（金門高粱酒史館）,893金門城51號,24.3992889,118.3058778,HotSpot_pic/葉華成故居（金門高粱酒史館）.jpg
天后宮,"65, Persiaran Endah, Taman Persiaran Desa, 50460 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1219525,101.6876678,HotSpot_pic/天后宮.jpg
鱟魚保護區,892,24.4857104,118.3042288,HotSpot_pic/鱟魚保護區.jpg
北山播音牆（心戰牆）,"Address：, 892",24.4888115,118.3130246,HotSpot_pic/北山播音牆（心戰牆）.jpg
金門嚨口海灘,"Longkou, 892",24.46296,118.3527,HotSpot_pic/金門嚨口海灘.jpg
特約茶室展示館,891126號,24.4482541,118.3847424,HotSpot_pic/特約茶室展示館.jpg
北山聚落,892,24.4772853,118.3082254,HotSpot_pic/北山聚落.jpg
模範街,"893, Jincheng, 模範街",24.4316459,118.3190685,HotSpot_pic/模範街.jpg
金城老街,893,24.4310026,118.318837,HotSpot_pic/金城老街.jpg
太武山．毋忘在莒勒石,"Taiwu Shan, 891",24.4575,118.4013889,HotSpot_pic/太武山．毋忘在莒勒石.jpg
金城鎮風獅爺,893,24.4041728,118.3096119,HotSpot_pic/金城鎮風獅爺.jpg
沙美老街,890,24.4906075,118.4122725,HotSpot_pic/沙美老街.jpg
蔣經國先生紀念館,892,24.437335,118.3542404,HotSpot_pic/蔣經國先生紀念館.jpg
雙口海灘,"Shuangkou Beach, 894",24.4392,118.22945,HotSpot_pic/雙口海灘.jpg
太武山．太武公園（太武山公墓）,891,24.457185,118.404872,HotSpot_pic/太武山．太武公園（太武山公墓）.jpg
中柱港,Dongyin Zhongzhu Harbor,26.363954,120.484367,HotSpot_pic/中柱港.jpg
東引燈塔,169號,26.3660087,120.509928,HotSpot_pic/東引燈塔.jpg
雲台山,"Xiuwu County, Jiaozuo, China, 454361",35.419666,113.378227,HotSpot_pic/雲台山.jpg
介壽村,介壽村,26.1545215,119.9552627,HotSpot_pic/介壽村.jpg
馬祖藍眼淚生態館(前身：漁業展示館),24號,26.1678314,119.9191818,HotSpot_pic/馬祖藍眼淚生態館(前身：漁業展示館).jpg
芹壁村,芹壁村,26.2234479,119.9812799,HotSpot_pic/芹壁村.jpg
馬港天后宮,"65, Persiaran Endah, Taman Persiaran Desa, 50460 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1219525,101.6876678,HotSpot_pic/馬港天后宮.jpg
津沙聚落,連江縣南竿鄉,26.1461184,119.9132112,HotSpot_pic/津沙聚落.jpg
大漢據點,209仁愛村95-1號,26.1406281,119.9290658,HotSpot_pic/大漢據點.jpg
南竿機場,"Matsu Nangan Airport (LZN), 209",26.1573804,119.9563963,HotSpot_pic/南竿機場.jpg
和平紀念公園主題館,"Peace Memorial Park - Hiroshima, １丁目-1-10 Nakajimachō, Naka Ward, Hiroshima, 730-0811, Japan",34.3926867,132.4522012,HotSpot_pic/和平紀念公園主題館.jpg
